HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
2099	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	Pionus_maximiliani	Scaly-headed parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	293	NA	16.2	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2100	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pionus	Pionus_menstruus	Blue-headed parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	251	NA	20.6	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2101	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus_elegans	Crimson rosella	NA	NA	NA	NA	NA	NA	NA	NA	NA	124.5	NA	26.8	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2102	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus_eximius	Eastern rosella	NA	NA	NA	NA	NA	NA	NA	NA	NA	104	NA	27.4	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2103	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus_icterotis	Western rosella	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.3	NA	13.2	669	captivity	small	questionable	NA	NA	NA	NA	NA	669820979
2104	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Platycercus	Platycercus_venustus	Northern rosella	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.5	NA	19.1	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA	669820
2105	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_cryptoxanthus	Brown-headed parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	140	NA	32.1	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2106	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_gulielmi	Jardines parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	275	NA	21	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2107	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_meyeri	Brown parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.5	NA	34.2	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575820
2108	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_robustus	Brown-necked parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	344	NA	29.7	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2109	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_rueppellii	Ruppels parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	NA	34.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820
2110	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_rufiventris	Red-breasted parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	120	NA	33.4	575	captivity	medium	acceptable	NA	NA	NA	NA	NA	575820
2111	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus_senegalus	Senegal parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	155	NA	40	669	captivity	large	acceptable	NA	NA	NA	NA	NA	669
2112	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	Polytelis_alexandrae	Alexandras parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	104	NA	23.9	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2113	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	Polytelis_anthopeplus	Regent parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	170	NA	13.8	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2114	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Polytelis	Polytelis_swainsonii	Superb parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	153	NA	15.1	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2115	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Primolius	Primolius_maracana	Blue-winged macaw	NA	NA	NA	NA	NA	NA	NA	NA	NA	256	NA	31	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2116	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Probosciger	Probosciger_aterrimus	Palm cockatoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	841	NA	56.3	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2117	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	Prosopeia_personata	Masked shining parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669
2118	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	Prosopeia_splendens	Crimson shining parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669
2119	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Prosopeia	Prosopeia_tabuensis	Red shining parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	232	0.162	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	669732820979
2120	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	Psephotus_dissimilis	Hooded parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	NA	18	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669
2121	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	Psephotus_haematonotus	Red-rumped parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.4	NA	12.2	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2122	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psephotus	Psephotus_varius	Mulga parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.5	NA	11.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2123	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pseudeos	Pseudeos_fuscata	Dusky lory	NA	NA	NA	NA	NA	NA	NA	NA	NA	149	NA	13.4	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2124	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psilopsiagon	Psilopsiagon_aymara	Sierra parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	8.5	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820
2125	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_alexandri	Red-breasted parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	147	NA	23.3	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820
2126	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_calthropae	Emeral-collared parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	669	captivity	small	questionable	NA	NA	NA	NA	NA	669
2127	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_columboides	Malabar parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	669
2128	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_cyanocephala	Plum-headed parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	18.8	669	captivity	medium	questionable	NA	NA	NA	NA	NA	669820979
2129	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_eupatria	Alexandrine parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	255	NA	30	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669979
2130	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacula	Psittacula_krameri	Ring-necked parakeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	128	NA	34	575	captivity	large	acceptable	NA	NA	NA	NA	NA	575669979
2131	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	Psittaculirostris_desmarestii	Large fig parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	117	NA	14.9	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA	669820
2132	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	Psittaculirostris_edwardsii	Edwards fig parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669979
2133	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittaculirostris	Psittaculirostris_salvadorii	Salvadoris fig parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	118	NA	12	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA	669820
2134	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittacus	Psittacus_erithacus	African grey parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	333	0.128	49.7	669	captivity	large	acceptable	NA	NA	NA	NA	NA	575669732820822e3
2135	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	Psitteuteles_goldiei	Goldies lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	669979
2136	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psitteuteles	Psitteuteles_iris	Iris lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669979
2137	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittinus	Psittinus_cyanurus	Blue-rumped parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.124	10.2	669	captivity	small	questionable	NA	NA	NA	NA	NA	669732
2138	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Psittrichas	Psittrichas_fulgidus	Pesquets parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	865	NA	25	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669820979
2139	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Purpureicephalus	Purpureicephalus_spurius	Red-capped parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	116	NA	15.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2140	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	Pyrrhura_leucotis	White-eared conure	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669
2141	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Pyrrhura	Pyrrhura_perlata	Crimson-bellied conure	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	NA	14.3	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669979
2142	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Rhynchopsitta	Rhynchopsitta_pachyrhyncha	Thick-billed parrot	730	730	26	NA	3	1	NA	NA	NA	360	NA	33	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	445669
2143	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Strigops	Strigops_habroptila	Kakapo	3650	1825	30	NA	2.5	NA	NA	NA	NA	1750	NA	60	493	captivity	small	acceptable	NA	NA	NA	NA	NA	492493820
2144	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	Tanygnathus_megalorynchos	Great-billed parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	325	NA	23	575	captivity	small	acceptable	NA	NA	NA	NA	NA	575820
2145	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Tanygnathus	Tanygnathus_sumatranus	Blue-backed parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.5	NA	14.4	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2146	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	Trichoglossus_euteles	Olive-headed lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.7	NA	16	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2147	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	Trichoglossus_haematodus	Rainbow lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.1	NA	16.1	669	captivity	large	questionable	NA	NA	NA	NA	NA	669820979
2148	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	Trichoglossus_johnstoniae	Mindana lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.2	NA	17.8	669	captivity	small	acceptable	NA	NA	NA	NA	NA	669820979
2149	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus	Trichoglossus_ornatus	Ornate lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.4	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669
2150	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Triclaria	Triclaria_malachitacea	Purple-bellied parrot	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	NA	11.9	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA	669820
2151	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	Vini_australis	Blue-crowned lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	669	captivity	medium	acceptable	NA	NA	NA	NA	NA	669979
2152	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Vini	Vini_peruviana	Blue lorikeet	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	NA	18.4	669	captivity	tiny	acceptable	NA	NA	NA	NA	NA	669820979
2153	Animalia	Chordata	Aves	Rheiformes	Rheidae	Rhea	Rhea_americana	Greater rhea	426	426	36	NA	NA	NA	NA	NA	NA	23e3	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA	8209951142
2154	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes_forsteri	Emperor penguin	1825	2007	NA	NA	NA	NA	NA	NA	NA	29500	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	762993
2155	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Aptenodytes	Aptenodytes_patagonicus	King penguin	NA	NA	NA	NA	NA	NA	NA	NA	NA	13036.8	0.124	26	575	captivity	large	acceptable	NA	NA	25.889	13270	NA	510575732993
2156	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Eudyptula	Eudyptula_minor	Little penguin	NA	NA	39	NA	NA	NA	NA	NA	NA	1105	NA	16	986	wild	medium	acceptable	NA	NA	NA	NA	NA	9861143
2157	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis_papua	Gentoo penguin	730	730	NA	NA	2	NA	NA	NA	NA	5950	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA	820993
2158	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus_demersus	Jackass penguin	NA	NA	NA	NA	NA	NA	NA	NA	NA	3135	NA	27.3	969	wild	large	acceptable	NA	NA	NA	NA	NA	820969993
2159	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus_humboldti	Humboldt penguin	NA	NA	NA	NA	NA	NA	NA	NA	NA	4379	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA	820968993
2160	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Spheniscus	Spheniscus_magellanicus	Magellanic penguin	1040	1040	40	NA	1	NA	NA	NA	NA	4e3	0.069	30	587	wild	medium	acceptable	NA	NA	NA	NA	NA	448587588732
2161	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	Aegolius_acadicus	Northern saw-whet owl	365	365	27	NA	5.5	1	NA	7.5	NA	117.9	NA	17.5	NA	unknown	medium	acceptable	NA	NA	0.654	124	NA	444445510
2162	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius	Aegolius_funereus	Boreal owl	365	365	27	NA	5	1	NA	9	NA	120	NA	15.9	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	4444457291143
2163	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	Asio_flammeus	Short-eared owl	365	365	25	NA	6	NA	NA	16	NA	406	0.098	21.8	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	437444445729732
2164	Animalia	Chordata	Aves	Strigiformes	Strigidae	Asio	Asio_otus	Long-eared owl	365	365	27	NA	4.5	1	NA	17.4	NA	249.7	0.225	27.8	579	wild	small	acceptable	NA	NA	0.954	252	NA	435444445579729660
2165	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene_cunicularia	Burrowing owl	365	365	28	NA	8	NA	NA	8.9	NA	150	NA	11	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427437444445
2166	Animalia	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene_noctua	Little owl	365	365	NA	NA	NA	NA	NA	NA	NA	169	NA	11.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729820
2167	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo_bubo	Eurasian eagle-owl	730	730	NA	NA	NA	NA	NA	NA	NA	2686	0.12	68	543	captivity	large	acceptable	NA	NA	NA	NA	NA	543729732820
2168	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo_scandiacus	Snowy owl	730	730	32	NA	6	1	NA	45	NA	2042.5	0.148	28	445	captivity	small	acceptable	NA	NA	4.2244	2026	NA	1435444445732820
2169	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo	Bubo_virginianus	Great horned owl	730	730	27	NA	3	1	NA	34.7	NA	1191.2	0.138	29	427	wild	medium	acceptable	NA	NA	5.2442	1450	NA	4274354374444457e9
2170	Animalia	Chordata	Aves	Strigiformes	Strigidae	Glaucidium	Glaucidium_passerinum	Eurasian pygmy-owl	365	365	NA	NA	NA	NA	NA	NA	NA	65.5	NA	6	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729820821
2171	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	Megascops_asio	Eastern screech-owl	365	365	29	NA	4	1	NA	11	NA	164.1	0.264	20.7	NA	unknown	medium	acceptable	NA	NA	0.586	166	NA	435437444445732
2172	Animalia	Chordata	Aves	Strigiformes	Strigidae	Megascops	Megascops_kennicottii	Western screech-owl	365	365	30	NA	4	1	NA	14.05	NA	205	NA	19	445	captivity	small	acceptable	NA	NA	NA	NA	NA	445579
2173	Animalia	Chordata	Aves	Strigiformes	Strigidae	Micrathene	Micrathene_whitneyi	Elf owl	365	NA	24	NA	2	1	NA	NA	NA	41	NA	14	445	captivity	small	acceptable	NA	NA	0.259435	45.9	NA	425444445820
2174	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	Otus_flammeolus	Flammulated owl	365	365	22	NA	3	1	NA	7.5	NA	55.5	NA	8.1	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1444445972
2175	Animalia	Chordata	Aves	Strigiformes	Strigidae	Otus	Otus_scops	Common or Eurasian scops-owl	365	365	NA	NA	NA	NA	NA	NA	NA	92	NA	6.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729820
2176	Animalia	Chordata	Aves	Strigiformes	Strigidae	Pulsatrix	Pulsatrix_perspicillata	Spectacled owl	NA	NA	36	NA	2	NA	NA	NA	NA	770	NA	25	448	captivity	medium	acceptable	NA	NA	NA	NA	NA	448
2177	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix_aluco	Tawny owl	365	365	NA	NA	NA	NA	NA	NA	NA	520	NA	22.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA	4507291143
2178	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix_nebulosa	Great gray owl	365	365	30	NA	2	1	NA	37.5	NA	1120	NA	15.9	450	wild	small	acceptable	NA	NA	NA	NA	NA	444445450729972
2179	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix_occidentalis	Spotted owl	365	365	30	NA	2	NA	NA	NA	NA	588.7	NA	25	1	captivity	small	acceptable	NA	NA	2.675	571	NA	1435437444445820
2180	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix_uralensis	Ural owl	365	365	NA	NA	NA	NA	NA	NA	NA	784.5	0.106	23.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729732820
2181	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix_varia	Barred owl	730	730	28	NA	2	1	NA	46	NA	715	NA	24	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427444445
2182	Animalia	Chordata	Aves	Strigiformes	Strigidae	Surnia	Surnia_ulula	Northern hawk-owl	NA	NA	27	NA	7	1	NA	18	NA	320	NA	16.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA	445450
2183	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto_alba	Common barn-owl	365	365	33	NA	6	2	NA	15	NA	580	0.17	34	445	wild	medium	acceptable	NA	NA	NA	NA	NA	444445729732
2184	Animalia	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	Struthio_camelus	Ostrich	NA	NA	NA	NA	NA	NA	NA	NA	NA	111e3	NA	50	1	captivity	large	acceptable	NA	NA	69.6339	1e5	NA	1435820
2185	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga_anhinga	Anhinga	730	730	28	NA	4	NA	NA	NA	NA	1080	NA	16.4	1	captivity	tiny	acceptable	NA	NA	3.2258	1040	NA	1425445
2186	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga_melanogaster	Darter	NA	NA	NA	NA	NA	NA	NA	NA	NA	1486.6	NA	16	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1820
2187	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata_andrewsi	Christmas Island frigatebird	NA	NA	NA	NA	NA	NA	NA	NA	NA	1550	NA	25.6	972	wild	medium	acceptable	NA	NA	NA	NA	NA	972
2188	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata_ariel	Lesser frigatebird	NA	NA	NA	NA	NA	NA	NA	NA	NA	806	0.04	27.6	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427732820
2189	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata_magnificens	Magnificent frigatebird	1826	1826	56	NA	1	1	NA	NA	NA	1078	0.042	34	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	444445732
2190	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata_minor	Great frigatebird	1826	1826	56	NA	1	1	NA	NA	NA	1400	0.05	43	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427445732
2191	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_aristotelis	Shag	1095	1095	NA	NA	NA	NA	NA	NA	NA	1773	0.171	30.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA	4507297328201143
2192	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_auritus	Double-crested cormorant	730	730	24	NA	4	1	NA	31.15	NA	1817	0.171	22.5	427	wild	large	acceptable	NA	NA	5.6096	1330	NA	4274354444457328e5
2193	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_brasilianus	Neotropic cormorant	365	365	26	NA	3.5	NA	NA	NA	NA	1550	NA	12.6	576	wild	small	acceptable	NA	NA	NA	NA	NA	444445576
2194	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_carbo	Great cormorant	1460	1460	30	NA	4	1	NA	48.5	NA	3628.8	0.115	27.2	450	wild	small	acceptable	NA	NA	NA	NA	NA	4444454507321143
2195	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_pelagicus	Pelagic cormorant	730	730	22	NA	4	NA	NA	35	NA	2041.2	NA	17.8	576	wild	small	acceptable	NA	NA	NA	NA	NA	444445576
2196	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax_penicillatus	Brandts cormorant	730	730	30	NA	3	1	NA	33	NA	2426	NA	18	576	wild	medium	acceptable	NA	NA	NA	NA	NA	444445576
2197	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	Morus_bassanus	Northern gannet	730	1095	43	NA	1	1	NA	80	NA	2950	0.102	37.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA	444445450729732
2198	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	Morus_serrator	Australian gannet	NA	NA	NA	NA	NA	NA	NA	NA	NA	2350	NA	33	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
2199	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula_dactylatra	Masked booby	1461	1461	43	NA	1.5	NA	NA	52.2	NA	1739.2	0.081	25.5	427	wild	large	acceptable	NA	NA	5.5209	1289	NA	427444445510732800
2200	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula_granti	Nazca booby	NA	NA	NA	NA	NA	NA	NA	NA	NA	1754	NA	21	320	wild	medium	acceptable	NA	NA	NA	NA	NA	3208201143
2201	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula_leucogaster	Brown booby	1278	1278	41	NA	2	1	NA	NA	NA	1134	0.113	27.2	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427444445732
2202	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula_nebouxii	Blue-footed booby	NA	NA	41	NA	2	NA	NA	NA	NA	1530	NA	18	444	wild	medium	acceptable	NA	NA	NA	NA	NA	4441143
2203	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula_sula	Red-footed booby	730	730	44	NA	1	1	NA	40	NA	1017	0.064	23	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1444445732
2204	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	Tinamus_solitarius	Solitary tinamou	NA	NA	NA	NA	NA	NA	NA	NA	NA	1390.5	NA	15	1	captivity	tiny	acceptable	NA	NA	NA	NA	NA	1820
2206	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Caspiomyzon	Caspiomyzon_wagneri	Caspian lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.3	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
2207	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Entosphenus	Entosphenus_tridentatus	Pacific lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	275	NA	9	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
2208	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	Eudontomyzon_danfordi	Carpathian lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
